# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_headword_chars.tsv
#
# Version: 1.2.11 (latest, Newly released after the specification change)
# Date published: May 11, 2025
# Last modified: September 5, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# KRM format information:
# hanzi_id	A sequential ID assigned to each headword (single or multi-character) in the order of its appearance in the Myōgishō. It consists of a 5-digit numeric ID starting with 'S'.
# entry_id	A heading item ID (from krm_main) to which this character's headword belongs, formed by a 5-digit numeric ID starting with 'F'. For some added entry items, a 'b' suffix is appended.
# constituent_char	The constituent character itself. Abbreviation marks (ー) and iteration marks (〻) are converted to the actual characters they represent. Collated characters are, in principle, Kangxi Dictionary forms; the handling of Unicode new character forms (common-use forms, popular variants) is specified separately. For detailed collation notes, refer to krm_notes."
# character_order	Indicates the numerical order of appearance of the character within its headword entry.
# kazama_location_id	An ID indicating the location of this character in the Kazama Edition: K + Volume (2 digits) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# tenri_location_id	An ID indicating the location of this character in the Tenri Edition: T + Volume (a/b/c) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# img_file_name	File name of the headword character image (including the .jpg extension). The main part of the file name consists of a 7-digit number for images from Volume 1 to Volume 9, and an 8-digit number for images from Volume 10. For 7-digit numbers, the first digit indicates the volume number; for 8-digit numbers, the first two digits indicate Volume 10. The last 6 digits are based on the order of appearance, assigned according to a unique internal rule. Detailed documentation for this naming convention is not available as the work was completed over two decades ago. Null if no image is available.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
hanzi_id	entry_id	constituent_char	character_order	kazama_location_id	tenri_location_id	img_file_name
S14987	F12052	⿲氵崔欠	1	K05022720	Tb028720	5022720.jpg
S14988	F12053	㵏	1	K05022730	Tb028730	5022730.jpg
S14989	F12054	濰	1	K05022740	Tb028740	5022740.jpg
S14990	F12055	灉	1	K05022810	Tb028810	5022810.jpg
S14991	F12056	⿰氵錐	1	K05022820	Tb028820	5022820.jpg
S14992	F12057	萍	1	K05022830	Tb028830	5022830.jpg
S14993	F12058	䓑	1	K05022841	Tb028841	5022841.jpg
S14994	F12058	洴	2	K05022842	Tb028842	5022842.jpg
S14995	F12059	淨	1	K05023110	Tb029110	5023110.jpg
S14996	F12060	瀞	1	K05023120	Tb029120	5023120.jpg
S14997	F12061	⿰氵⿳艹𡗜丨	1	K05023130	Tb029130	5023130.jpg
S14998	F12062	漭	1	K05023140	Tb029140	5023140.jpg
S14999	F12063	漭	1	K05023211	Tb029211	5023211.jpg
S15000	F12064	𣾘	1	K05023212	Tb029212	5023212.jpg
S15001	F12065	港	1	K05023220	Tb029220	5023220.jpg
S15002	F12066	淬	1	K05023230	Tb029230	5023230.jpg
S15003	F12067	㳃	1	K05023311	Tb029311	5023311.jpg
S15004	F12067	淬	2	K05023312	Tb029312	5023312.jpg
S15005	F12068	濢	1	K05023320	Tb029320	5023320.jpg
S15006	F12069	渀	1	K05023330	Tb029330	5023330.jpg
S15007	F12070	泙	1	K05023340	Tb029340	5023340.jpg
S15008	F12071	洧	1	K05023410	Tb029410	5023410.jpg
S15009	F12072	清	1	K05023420	Tb029420	5023420.jpg
S15010	F12073	㵾	1	K05023440	Tb029440	5023440.jpg
S15011	F12074	淌	1	K05023510	Tb029510	5023510.jpg
S15012	F12075	清	1	K05023521	Tb029521	5023521.jpg
S15013	F12075	冷	2	K05023522	Tb029522	5023522.jpg
S15014	F12076	㶏	1	K05023530	Tb029530	5023530.jpg
S15015	F12077	濄	1	K05023540	Tb029540	5023540.jpg
S15016	F12078	滴	1	K05023611	Tb029611	5023611.jpg
S15017	F12078	𤁷	2	K05023612	Tb029612	5023612.jpg
S15018	F12079	𣾪	1	K05023620	Tb029620	5023620.jpg
S15019	F12080	渧	1	K05023631	Tb029631	5023631.jpg
S15020	F12080	滳	2	K05023632	Tb029632	5023632.jpg
S15021	F12081	滳	1	K05023640	Tb029640	5023640.jpg
S15022	F12082	渧	1	K05023710	Tb029710	5023710.jpg
S15023	F12083	漣	1	K05023730	Tb029730	5023730.jpg
S15024	F12084	𤂍	1	K05023740	Tb029740	5023740.jpg
S15025	F12085	漨	1	K05023810	Tb029810	5023810.jpg
S15026	F12086	澾	1	K05023820	Tb029820	5023820.jpg
S15027	F12087	𣿔	1	K05023831	Tb029831	5023831.jpg
S15028	F12088	𣽑	1	K05023832	Tb029832	5023832.jpg
S15029	F12089	涏	1	K05023840	Tb029840	5023840.jpg
S15030	F12090	涏	1	K05024110	Tb030110	5024110.jpg
S15031	F12091	⿰氵𨑲	1	K05024120	Tb030120	5024120.jpg
S15032	F12092	瀢	1	K05024130	Tb030130	5024130.jpg
S15033	F12093	⿰氵⿺辶䝿	1	K05024140	Tb030140	5024140.jpg
S15034	F12094	𤄺	1	K05024210	Tb030210	5024210.jpg
S15035	F12095	涎	1	K05024220	Tb030220	5024220.jpg
S15036	F12096	涎	1	K05024231	Tb030231	5024231.jpg
S15037	F12096	𣵿	2	K05024232	Tb030232	5024232.jpg
S15038	F12096	㳄	3	K05024233	Tb030233	5024233.jpg
S15039	F12097	泟	1	K05024234	Tb030234	5024234.jpg
S15040	F12098	泄	1	K05024240	Tb030240	5024240.jpg
S15041	F12099	洩	1	K05024320	Tb030320	5024320.jpg
S15042	F12100	渫	1	K05024330	Tb030330	5024330.jpg
S15043	F12101	㳿	1	K05024340	Tb030340	5024340.jpg
S15044	F12102	渫	1	K05024411	Tb030411	5024411.jpg
S15045	F12102	㳿	2	K05024412	Tb030412	5024412.jpg
S15046	F12103	瀼	1	K05024420	Tb030420	5024420.jpg
S15047	F12104	𤅭	1	K05024430	Tb030430	5024430.jpg
S15048	F12105	𤁒	1	K05024441	Tb030441	5024441.jpg
S15049	F12105	⿰氵嶷	2	K05024442	Tb030442	5024442.jpg
S15050	F12106	𣴧	1	K05024510	Tb030510	5024510.jpg
S15051	F12107	洮	1	K05024520	Tb030520	5024520.jpg
S15052	F12108	滓	1	K05024530	Tb030530	5024530.jpg
S15053	F12109	潮	1	K05024610	Tb030610	5024610.jpg
S15054	F12110	潮	1	K05024631	Tb030631	5024631.jpg
S15055	F12110	汐	2	K05024632	Tb030632	5024632.jpg
S15056	F12111	𣶃	1	K05024640	Tb030640	5024640.jpg
S15057	F12112	淖	1	K05024710	Tb030710	5024710.jpg
S15058	F12113	湖	1	K05024720	Tb030720	5024720.jpg
S15059	F12114	溯	1	K05024730	Tb030730	5024730.jpg
S15060	F12115	潸	1	K05024740	Tb030740	5024740.jpg
S15061	F12116	𣽽	1	K05024821	Tb030821	5024821.jpg
S15062	F12117	澘	1	K05024822	Tb030822	5024822.jpg
S15063	F12118	潸	1	K05024831	Tb030831	5024831.jpg
S15064	F12118	然	2	K05024832	Tb030832	5024832.jpg
S15065	F12119	湝	1	K05024840	Tb030840	5024840.jpg
S15066	F12120	⿰氵背	1	K05025110	Tb031110	5025110.jpg
S15067	F12121	㳻	1	K05025120	Tb031120	5025120.jpg
S15068	F12122	⿰氵⿱北日	1	K05025130	Tb031130	5025130.jpg
S15069	F12123	⿰氵⿱𣢐日	1	K05025140	Tb031140	5025140.jpg
S15070	F12124	潛	1	K05025210	Tb031210	5025210.jpg
S15071	F12125	潜	1	K05025230	Tb031230	5025230.jpg
S15072	F12126	潛	1	K05025241	Tb031241	5025241.jpg
S15073	F12127	濳	1	K05025242	Tb031242	5025242.jpg
S15074	F12128	涾	1	K05025310	Tb031310	5025310.jpg
S15075	F12129	𪵾	1	K05025320	Tb031320	5025320.jpg
S15076	F12130	㴡	1	K05025330	Tb031330	5025330.jpg
S15077	F12131	⿰氵晉	1	K05025340	Tb031340	5025340.jpg
S15078	F12132	渻	1	K05025410	Tb031410	5025410.jpg
S15079	F12133	㳷	1	K05025420	Tb031420	5025420.jpg
S15080	F12134	消	1	K05025430	Tb031430	5025430.jpg
S15081	F12135	涓	1	K05025510	Tb031510	5025510.jpg
S15082	F12136	潲	1	K05025530	Tb031530	5025530.jpg
S15083	F12137	⿰氵損	1	K05025540	Tb031540	5025540.jpg
S15084	F12138	壍	1	K05025610	Tb031610	5025610.jpg
S15085	F12139	湑	1	K05025620	Tb031620	5025620.jpg
S15086	F12140	⿰氵⿱疋肉	1	K05025630	Tb031630	5025630.jpg
S15087	F12141	𣷢	1	K05025640	Tb031640	5025640.jpg
S15088	F12142	⿰氵⿳丷一月	1	K05025710	Tb031710	5025710.jpg
S15089	F12143	湒	1	K05025720	Tb031720	5025720.jpg
S15090	F12144	湒	1	K05025730	Tb031730	5025730.jpg
S15091	F12145	濈	1	K05025740	Tb031740	5025740.jpg
S15092	F12146	茫	1	K05025810	Tb031810	5025810.jpg
S15093	F12147	𣴭	1	K05025820	Tb031820	5025820.jpg
S15094	F12148	𣺬	1	K05025830	Tb031830	5025830.jpg
S15095	F12149	濮	1	K05025840	Tb031840	5025840.jpg
S15096	F12150	濮	1	K05026110	Tb032110	5026110.jpg
S15097	F12151	濮	1	K05026120	Tb032120	5026120.jpg
S15098	F12152	⿰氵𢖃	1	K05026130	Tb032130	5026130.jpg
S15099	F12153	⿰氵⿱罒糸	1	K05026141	Tb032141	5026141.jpg
S15100	F12153	漯	2	K05026142	Tb032142	5026142.jpg
S15101	F12154	𤂽	1	K05026210	Tb032210	5026210.jpg
S15102	F12155	灅	1	K05026220	Tb032220	5026220.jpg
S15103	F12156	㶟	1	K05026230	Tb032230	5026230.jpg
S15104	F12157	漷	1	K05026240	Tb032240	5026240.jpg
S15105	F12158	澶	1	K05026310	Tb032310	5026310.jpg
S15106	F12159	澶	1	K05026320	Tb032320	5026320.jpg
S15107	F12160	浯	1	K05026330	Tb032330	5026330.jpg
S15108	F12161	湡	1	K05026340	Tb032340	5026340.jpg
S15109	F12162	澫	1	K05026410	Tb032410	5026410.jpg
S15110	F12163	濐	1	K05026421	Tb032421	5026421.jpg
S15111	F12163	㵭	2	K05026422	Tb032422	5026422.jpg
S15112	F12164	渚	1	K05026430	Tb032430	5026430.jpg
S15113	F12165	㶆	1	K05026510	Tb032510	5026510.jpg
S15114	F12166	瀦	1	K05026520	Tb032520	5026520.jpg
S15115	F12167	潴	1	K05026530	Tb032530	5026530.jpg
S15116	F12168	泒	1	K05026540	Tb032540	5026540.jpg
S15117	F12169	沠	1	K05026621	Tb032621	5026621.jpg
S15118	F12169	派	2	K05026622	Tb032622	5026622.jpg
S15119	F12170	𣻎	1	K05026631	Tb032631	5026631.jpg
S15120	F12171	⿰氵⿱冖⿰示殳	1	K05026632	Tb032632	5026632.jpg
S15121	F12172	滀	1	K05026640	Tb032640	5026640.jpg
S15122	F12173	澍	1	K05026710	Tb032710	5026710.jpg
S15123	F12174	⿰氵壴	1	K05026720	Tb032720	5026720.jpg
S15124	F12175	⿰氵翥	1	K05026730	Tb032730	5026730.jpg
S15125	F12176	淶	1	K05026741	Tb032741	5026741.jpg
S15126	F12177	涞	1	K05026742	Tb032742	5026742.jpg
S15127	F12178	漆	1	K05026810	Tb032810	5026810.jpg
S15128	F12179	⿱水木	1	K05026820	Tb032820	5026820.jpg
S15129	F12180	柒	1	K05026830	Tb032830	5026830.jpg
S15130	F12181	𣸡	1	K05026841	Tb032841	5026841.jpg
S15131	F12181	〓	2	K05026842	Tb032842	5026842.jpg
S15132	F12181	㲺	3	K05026843	Tb032843	5026843.jpg
S15133	F12182	㲺	1	K05027110	Tb033110	5027110.jpg
S15134	F12183	金	1	K05027121	Tb033121	5027121.jpg
S15135	F12183	漆	2	K05027122	Tb033122	5027122.jpg
S15136	F12184	蜀	1	K05027131	Tb033131	5027131.jpg
S15137	F12184	漆	2	K05027132	Tb033132	5027132.jpg
S15138	F12185	𣽤	1	K05027140	Tb033140	5027140.jpg
S15139	F12186	⿰氵箂	1	K05027211	Tb033211	5027211.jpg
S15140	F12186	𭲺	2	K05027212	Tb033212	5027212.jpg
S15141	F12186	𥲚	3	K05027213	Tb033213	5027213.jpg
S15142	F12187	𣳪	1	K05027220	Tb033220	5027220.jpg
S15143	F12188	𣷱	1	K05027230	Tb033230	5027230.jpg
S15144	F12189	湳	1	K05027240	Tb033240	5027240.jpg
S15145	F12190	⿰氵北	1	K05027310	Tb033310	5027310.jpg
S15146	F12191	漹	1	K05027320	Tb033320	5027320.jpg
S15147	F12192	潙	1	K05027330	Tb033330	5027330.jpg
S15148	F12193	溈	1	K05027340	Tb033340	5027340.jpg
S15149	F12194	瀤	1	K05027410	Tb033410	5027410.jpg
S15150	F12195	瀤	1	K05027420	Tb033420	5027420.jpg
S15151	F12196	澴	1	K05027430	Tb033430	5027430.jpg
S15152	F12197	㶛	1	K05027440	Tb033440	5027440.jpg
S15153	F12198	㲽	1	K05027510	Tb033510	5027510.jpg
S15154	F12199	涊	1	K05027520	Tb033520	5027520.jpg
S15155	F12200	㲽	1	K05027530	Tb033530	5027530.jpg
S15156	F12201	沑	1	K05027540	Tb033540	5027540.jpg
S15157	F12202	㳌	1	K05027610	Tb033610	5027610.jpg
S15158	F12203	𣳑	1	K05027620	Tb033620	5027620.jpg
S15159	F12204	沖	1	K05027630	Tb033630	5027630.jpg
S15160	F12205	油	1	K05027640	Tb033640	5027640.jpg
S15161	F12206	浀	1	K05027720	Tb033720	5027720.jpg
S15162	F12207	淟	1	K05027730	Tb033730	5027730.jpg
S15163	F12208	淟	1	K05027740	Tb033740	5027740.jpg
S15164	F12209	泳	1	K05027810	Tb033810	5027810.jpg
S15165	F12210	泳	1	K05027820	Tb033820	5027820.jpg
S15166	F12211	⿲氵方乚	1	K05027830	Tb033830	5027830.jpg
S15167	F12212	洊	1	K05027840	Tb033840	5027840.jpg
S15168	F12213	瀳	1	K05028110	Tb034110	5028110.jpg
S15169	F12214	涵	1	K05028120	Tb034120	5028120.jpg
S15170	F12215	㴠	1	K05028141	Tb034141	5028141.jpg
S15171	F12215	涵	2	K05028142	Tb034142	5028142.jpg
S15172	F12215	𭱒	3	K05028143	Tb034143	5028143.jpg
S15173	F12216	沌	1	K05028210	Tb034210	5028210.jpg
S15174	F12217	沌	1	K05028220	Tb034220	5028220.jpg
S15175	F12218	湅	1	K05028230	Tb034230	5028230.jpg
S15176	F12219	㵒	1	K05028240	Tb034240	5028240.jpg
S15177	F12220	沸	1	K05028310	Tb034310	5028310.jpg
S15178	F12221	湜	1	K05028320	Tb034320	5028320.jpg
S15179	F12222	㵓	1	K05028330	Tb034330	5028330.jpg
S15180	F12223	𣾸	1	K05028340	Tb034340	5028340.jpg
S15181	F12224	𣽏	1	K05028411	Tb034411	5028411.jpg
S15182	F12224	⿰氵𢙣	2	K05028412	Tb034412	5028412.jpg
S15183	F12225	挲	1	K05028420	Tb034420	5028420.jpg
S15184	F12226	𣹤	1	K05028430	Tb034430	5028430.jpg
S15185	F12227	洳	1	K05028440	Tb034440	5028440.jpg
S15186	F12228	濛	1	K05028510	Tb034510	5028510.jpg
S15187	F12229	濛	1	K05028521	Tb034521	5028521.jpg
S15188	F12230	⿰氵⿳丷冖豕	1	K05028522	Tb034522	5028522.jpg
S15189	F12231	浚	1	K05028530	Tb034530	5028530.jpg
S15190	F12232	濬	1	K05028540	Tb034540	5028540.jpg
S15191	F12233	𣽊	1	K05028611	Tb034611	5028611.jpg
S15192	F12234	⿰氵⿱止目	1	K05028612	Tb034612	5028612.jpg
S15193	F12235	涘	1	K05028620	Tb034620	5028620.jpg
S15194	F12236	淩	1	K05028630	Tb034630	5028630.jpg
S15195	F12237	⿰氵⿳土北夂	1	K05028711	Tb034711	5028711.jpg
S15196	F12238	淩	1	K05028712	Tb034712	5028712.jpg
S15197	F12239	⿰氵隽	1	K05028721	Tb034721	5028721.jpg
S15198	F12239	⿰氵雋	2	K05028722	Tb034722	5028722.jpg
S15199	F12240	潠	1	K05028740	Tb034740	5028740.jpg
S15200	F12241	⿰氵⿱⿰巴巴共	1	K05028811	Tb034811	5028811.jpg
S15201	F12242	⿰氵⿱竹共	1	K05028812	Tb034812	5028812.jpg
S15202	F12243	沿	1	K05028820	Tb034820	5028820.jpg
S15203	F12244	㳂	1	K05028830	Tb034830	5028830.jpg
S15204	F12245	沼	1	K05028840	Tb034840	5028840.jpg
S15205	F12246	沼	1	K05029110	Tb035110	5029110.jpg
S15206	F12247	𣲵	1	K05029120	Tb035120	5029120.jpg
S15207	F12248	汾	1	K05029130	Tb035130	5029130.jpg
S15208	F12249	湓	1	K05029140	Tb035140	5029140.jpg
S15209	F12250	⿰氵槀	1	K05029211	Tb035211	5029211.jpg
S15210	F12250	渃	2	K05029212	Tb035212	5029212.jpg
S15211	F12250	⿰氵茖	3	K05029213	Tb035213	5029213.jpg
S15212	F12251	洛	1	K05029220	Tb035220	5029220.jpg
S15213	F12252	泈	1	K05029230	Tb035230	5029230.jpg
S15214	F12253	溞	1	K05029240	Tb035240	5029240.jpg
S15215	F12254	⿰氵𧈸	1	K05029310	Tb035310	5029310.jpg
S15216	F12255	洚	1	K05029320	Tb035320	5029320.jpg
S15217	F12256	湀	1	K05029330	Tb035330	5029330.jpg
S15218	F12257	浲	1	K05029340	Tb035340	5029340.jpg
S15219	F12258	漨	1	K05029410	Tb035410	5029410.jpg
S15220	F12259	𪈯	1	K05029421	Tb035421	5029421.jpg
S15221	F12259	涸	2	K05029422	Tb035422	5029422.jpg
S15222	F12260	𤃯	1	K05029440	Tb035440	5029440.jpg
S15223	F12261	𩾯	1	K05029511	Tb035511	5029511.jpg
S15224	F12261	𣵥	2	K05029512	Tb035512	5029512.jpg
S15225	F12262	滑	1	K05029520	Tb035520	5029520.jpg
S15226	F12263	𪆸	1	K05029530	Tb035530	5029530.jpg
S15227	F12264	⿰氵㕞	1	K05029540	Tb035540	5029540.jpg
S15228	F12265	㳤	1	K05029610	Tb035610	5029610.jpg
S15229	F12266	淑	1	K05029621	Tb035621	5029621.jpg
S15230	F12267	⿰氵⿰⿱上天又	1	K05029622	Tb035622	5029622.jpg
S15231	F12267	⿲氵赤又	2	K05029623	Tb035623	5029623.jpg
S15232	F12268	潚	1	K05029631	Tb035631	5029631.jpg
S15233	F12269	潚	1	K05029632	Tb035632	5029632.jpg
S15234	F12270	潚	1	K05029640	Tb035640	5029640.jpg
S15235	F12271	濥	1	K05029710	Tb035710	5029710.jpg
S15236	F12272	⿰氵⿳夕冖更	1	K05029720	Tb035720	5029720.jpg
S15237	F12273	演	1	K05029730	Tb035730	5029730.jpg
S15238	F12274	瀏	1	K05029740	Tb035740	5029740.jpg
S15239	F12275	𣽓	1	K05029810	Tb035810	5029810.jpg
S15240	F12276	漻	1	K05029820	Tb035820	5029820.jpg
S15241	F12277	𤁸	1	K05029830	Tb035830	5029830.jpg
S15242	F12278	𤁸	1	K05029840	Tb035840	5029840.jpg
S15243	F12279	泬	1	K05030110	Tb036110	5030110.jpg
S15244	F12280	澠	1	K05030120	Tb036120	5030120.jpg
S15245	F12281	澠	1	K05030130	Tb036130	5030130.jpg
S15246	F12282	溟	1	K05030140	Tb036140	5030140.jpg
S15247	F12285	泞	1	K05030230	Tb036230	5030230.jpg
S15248	F12283	⿰氵⿳宀目大	1	K05030211	Tb036211	5030211.jpg
S15249	F12283	⿰氵⿱宀具	2	K05030212	Tb036212	5030212.jpg
S15250	F12283	⿰氵⿳宀真丘	3	K05030213	Tb036213	5030213.jpg
S15251	F12283	⿰氵⿳亍䀠大	4	K05030214	Tb036214	5030214.jpg
S15252	F12283	⿰氵⿳一水一	5	K05030215	Tb036215	5030215.jpg
S15253	F12283	⿰氵⿱宀真	6	K05030216	Tb036216	5030216.jpg
S15254	F12283	⿰氵⿳宀𥄂丘	7	K05030217	Tb036217	5030217.jpg
S15255	F12284	滄	1	K05030221	Tb036221	5030221.jpg
S15256	F12284	溟	2	K05030222	Tb036222	5030222.jpg
S15257	F12286	淙	1	K05030240	Tb036240	5030240.jpg
S15258	F12287	濘	1	K05030310	Tb036310	5030310.jpg
S15259	F12288	泥	1	K05030321	Tb036321	5030321.jpg
S15260	F12288	濘	2	K05030322	Tb036322	5030322.jpg
S15261	F12289	𤃩	1	K05030330	Tb036330	5030330.jpg
S15262	F12290	⿰氵⿱雨吅	1	K05030341	Tb036341	5030341.jpg
S15263	F12290	澪	2	K05030342	Tb036342	5030342.jpg
S15264	F12290	⿰氵⿰⿱雨吅阝	3	K05030343	Tb036343	5030343.jpg
S15265	F12290	𬇱	4	K05030344	Tb036344	5030344.jpg
S15266	F12291	濞	1	K05030410	Tb036410	5030410.jpg
S15267	F12292	濞	1	K05030420	Tb036420	5030420.jpg
S15268	F12293	㴪	1	K05030430	Tb036430	5030430.jpg
S15269	F12294	澆	1	K05030440	Tb036440	5030440.jpg
S15270	F12295	涫	1	K05030510	Tb036510	5030510.jpg
S15271	F12296	洝	1	K05030520	Tb036520	5030520.jpg
S15272	F12297	𣸈	1	K05030530	Tb036530	5030530.jpg
S15273	F12298	溲	1	K05030540	Tb036540	5030540.jpg
S15274	F12299	灂	1	K05030610	Tb036610	5030610.jpg
S15275	F12300	灂	1	K05030620	Tb036620	5030620.jpg
S15276	F12301	潏	1	K05030630	Tb036630	5030630.jpg
S15277	F12302	溲	1	K05030641	Tb036641	5030641.jpg
S15278	F12302	䖻	2	K05030642	Tb036642	5030642.jpg
S15279	F12303	涱	1	K05030710	Tb036710	5030710.jpg
S15280	F12304	漲	1	K05030720	Tb036720	5030720.jpg
S15281	F12305	漠	1	K05030740	Tb036740	5030740.jpg
S15282	F12306	潢	1	K05030810	Tb036810	5030810.jpg
S15283	F12307	㶇	1	K05030820	Tb036820	5030820.jpg
S15284	F12308	湟	1	K05030830	Tb036830	5030830.jpg
S15285	F12309	汪	1	K05030840	Tb036840	5030840.jpg
S15286	F12310	𣳫	1	K05031111	Tb037111	5031111.jpg
S15287	F12311	⿰氵⿺風王	1	K05031112	Tb037112	5031112.jpg
S15288	F12312	洼	1	K05031120	Tb037120	5031120.jpg
S15289	F12313	潦	1	K05031130	Tb037130	5031130.jpg
S15290	F12314	𣿳	1	K05031141	Tb037141	5031141.jpg
S15291	F12315	⿰氵𤋯	1	K05031142	Tb037142	5031142.jpg
S15292	F12316	⿰氵𤋯	1	K05031210	Tb037210	
S15293	F12316	⿰氵𤋯	2	K05031211	Tb037211	5031211.jpg
S15294	F12316	㳣	3	K05031212	Tb037212	5031212.jpg
S15295	F12316	⿰氵⿱北分	4	K05031213	Tb037213	5031213.jpg
S15296	F12317	浸	1	K05031220	Tb037220	5031220.jpg
S15297	F12318	𣹰	1	K05031241	Tb037241	5031241.jpg
S15298	F12319	𣷽	1	K05031242	Tb037242	5031242.jpg
S15299	F12320	淹	1	K05031310	Tb037310	5031310.jpg
S15300	F12321	渰	1	K05031330	Tb037330	5031330.jpg
S15301	F12322	渾	1	K05031340	Tb037340	5031340.jpg
S15302	F12323	⿰氵𠣞	1	K05031420	Tb037420	5031420.jpg
S15303	F12324	瀈	1	K05031430	Tb037430	5031430.jpg
S15304	F12325	⿰氵寳	1	K05031440	Tb037440	5031440.jpg
S15305	F12326	瀋	1	K05031510	Tb037510	5031510.jpg
S15306	F12327	溹	1	K05031520	Tb037520	5031520.jpg
S15307	F12328	演	1	K05031530	Tb037530	5031530.jpg
S15308	F12329	⿰氵𥥔	1	K05031541	Tb037541	5031541.jpg
S15309	F12329	⿰氵宕	2	K05031542	Tb037542	5031542.jpg
S15310	F12330	⿰氵雪	1	K05031610	Tb037610	5031610.jpg
S15311	F12331	淘	1	K05031620	Tb037620	5031620.jpg
S15312	F12332	汮	1	K05031630	Tb037630	5031630.jpg
S15313	F12333	涳	1	K05031640	Tb037640	5031640.jpg
S15314	F12334	沕	1	K05031710	Tb037710	5031710.jpg
S15315	F12335	淴	1	K05031720	Tb037720	5031720.jpg
S15316	F12336	泃	1	K05031730	Tb037730	5031730.jpg
S15317	F12337	洵	1	K05031740	Tb037740	5031740.jpg
S15318	F12338	⿰氵⿱旬一	1	K05031810	Tb037810	5031810.jpg
S15319	F12339	⿰氵⿹勹矢	1	K05031820	Tb037820	5031820.jpg
S15320	F12340	澳	1	K05031830	Tb037830	5031830.jpg
S15321	F12341	𣴙	1	K05031840	Tb037840	5031840.jpg
S15322	F12342	淴	1	K05032111	Tb038111	5032111.jpg
S15323	F12342	澁	2	K05032112	Tb038112	5032112.jpg
S15324	F12342	𣾫	3	K05032113	Tb038113	5032113.jpg
S15325	F12343	洔	1	K05032120	Tb038120	5032120.jpg
S15326	F12344	沚	1	K05032130	Tb038130	5032130.jpg
S15327	F12345	⿰氵⿱止⿰亻攵	1	K05032140	Tb038140	5032140.jpg
S15328	F12346	𬇨	1	K05032210	Tb038210	5032210.jpg
S15329	F12347	治	1	K05032220	Tb038220	5032220.jpg
S15330	F12348	𣸅	1	K05032310	Tb038310	5032310.jpg
S15331	F12349	湉	1	K05032320	Tb038320	5032320.jpg
S15332	F12350	洶	1	K05032330	Tb038330	5032330.jpg
S15333	F12351	汹	1	K05032340	Tb038340	5032340.jpg
S15334	F12352	汋	1	K05032410	Tb038410	5032410.jpg
S15335	F12353	濫	1	K05032431	Tb038431	5032431.jpg
S15336	F12353	⿰氵⿱⿰臣人皿	2	K05032432	Tb038432	5032432.jpg
S15337	F12354	灆	1	K05032510	Tb038510	5032510.jpg
S15338	F12355	𤃳	1	K05032520	Tb038520	5032520.jpg
S15339	F12356	𤃃	1	K05032530	Tb038530	5032530.jpg
S15340	F12357	⿰氵⿱覀亐	1	K05032540	Tb038540	5032540.jpg
S15341	F12358	淗	1	K05032610	Tb038610	5032610.jpg
S15342	F12359	潘	1	K05032620	Tb038620	5032620.jpg
S15343	F12360	⿰氵畨	1	K05032640	Tb038640	5032640.jpg
S15344	F12361	湁	1	K05032710	Tb038710	5032710.jpg
S15345	F12362	⿲氵犭全	1	K05032721	Tb038721	5032721.jpg
S15346	F12362	⿰氵狑	2	K05032722	Tb038722	5032722.jpg
S15347	F12363	㳬	1	K05032730	Tb038730	5032730.jpg
S15348	F12364	漩	1	K05032740	Tb038740	5032740.jpg
S15349	F12365	滔	1	K05032810	Tb038810	5032810.jpg
S15350	F12366	⿰氵⿱𠂊𡆧	1	K05032821	Tb038821	5032821.jpg
S15351	F12367	⿰氵⿱爫⿲𠀉｜彐	1	K05032822	Tb038822	5032822.jpg
S15352	F12367	㴞	2	K05032823	Tb038823	5032823.jpg
S15353	F12367	⿰氵⿱𠂊㘝	3	K05032824	Tb038824	5032824.jpg
S15354	F12368	瀅	1	K05032830	Tb038830	5032830.jpg
S15355	F12369	滎	1	K05032840	Tb038840	5032840.jpg
S15356	F12370	瀯	1	K05033110	Tb039110	5033110.jpg
S15357	F12371	濴	1	K05033120	Tb039120	5033120.jpg
S15358	F12372	涀	1	K05033130	Tb039130	5033130.jpg
S15359	F12373	淣	1	K05033140	Tb039140	5033140.jpg
S15360	F12374	⿰氵⿳⿰｜三一日	1	K05033210	Tb039210	5033210.jpg
S15361	F12375	湯	1	K05033220	Tb039220	5033220.jpg
S15362	F12376	湯	1	K05033231	Tb039231	5033231.jpg
