# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_pronunciations.tsv
#
# Version: 1.2.13 (latest, DHSJR format)
# Date published: May 20, 2025
# Last modified: August 18, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# The Phonetic Glosses in the Kanchi-in manuscript of the Ruiju Myōgishō include Fanqie spellings (反切), Similar sound notes (類音注, ruion-chū), and Kana glosses (仮名注, kana-chū). 
# These are often accompanied by Tone marks (声点, shōten).
# As a database for Sino-Japanese pronunciations, the "Database of Historical Sino-Japanese Readings" (abbreviated as DHSJR), developed by Professor Katō Taitsuru and others, offers exceptionally rich content. 
# Its specifications are also publicly available in detail. 
# Accordingly, as part of the HDIC project, we have decided to release data in accordance with the DHSJR specifications.
#
# The DHSJR defines a data structure with 23 column names.
# To facilitate linkage with the Ruiju Myōgishō data included in HDIC, it is necessary for HDIC to assign unique column names to its own data files and to establish Primary Keys and Foreign Keys for interoperability between HDIC's internal data files.
# For this purpose, pronunciation_id (音注ID) has been set as the Primary Key, and definition_seq_id (注文ID) as the Foreign Key.
# Since the Ruiju Myōgishō features diverse formats for its Phonetic Glosses, a classification field named annotation_format (音注型) has been established to categorize them.
# While DHSJR uses Japanese column names, HDIC employs English ones. Therefore, for data processing convenience within HDIC, English column names have been adopted.
#
# KRM format information:
# dhsjr_id	DHSJR unique ID for each single Hanzi (Chinese character) (integrated data only).
# 	       (This column is currently empty. The data will be added once the official IDs are finalized by the DHSJR project.)
# pronunciation_id	ID for each Phonetic Gloss. This is derived from definition_seq_id by extracting only those elements where the type (from definition_type_name in krm_notes) is Phonetic Gloss. Suffixes 'b', 'c', 'd' are appended for variant forms.
# definition_seq_id	An identifier for each component of the Definition (Original Glosses) or for the Headword itself within an Entry. It is formed by appending a sequential suffix (e.g., "_00" for the Headword, "_01", "_02" for subsequent elements) to the corresponding entry_id.
# material_id	Material ID
# material_name	Name of the material
# material_character_index	Sequential number of a Hanzi (Chinese character)'s appearance in the material.
#                           Numbers 1–27978 correspond to the physical order of characters in the original manuscript.
#                           Numbers 30001 and above are assigned to records added after the initial encoding
#                           (e.g., annotation characters newly identified as requiring separate entries)
#                           and do not correspond to physical positions in the manuscript.
# material_word_index	Sequential number of a Chinese word's appearance in the material
# character_headword	Headword column for Hanzi (Chinese characters) with Phonetic Glosses
# character_form	Hanzi (Chinese characters) that have Phonetic Glosses
# word_headword	Headword column of Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_form	Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_alpha	Entered when there is an alphabetic representation of the Chinese word
# word_type	Indicates the word type when there are mixed-language words (e.g., hybrid Sino-Japanese words)
# word_position	Position of the single Hanzi (Chinese character) within the Chinese word
# character_mora_count	Number of morae for the single Hanzi (Chinese character)
# tone_marks	Tone marks for single Hanzi (Chinese characters), indicating Four Tones (平上去入), Six Tones (平平軽上去入軽入), and voicing (清濁).
# tone_pattern	Combination of Tone marks for Chinese words. Hanzi (Chinese characters) without Tone marks are represented by a full-width asterisk (＊).
# kana_notes	Kana glosses (仮名注) for Hanzi (Chinese characters), including kana-based fanqie.
# kana_pattern	Combination of Kana glosses for Chinese words. Hanzi (Chinese characters) without Kana glosses are represented by a full-width asterisk (＊).
# fanqie	Fanqie spellings (反切) for single Hanzi (Chinese characters).
# similar_sound	Similar sound notes (類音注) for single Hanzi (Chinese characters).
# annotation_format	Pattern of combined phonetic information (e.g., Kana glosses, Fanqie spellings, Similar sound notes, Tone marks).
# fushi_hakase	Fushi-hakase notations (melodic or intonational markings) attached to musical materials such as Shōmyō (Buddhist chant).
# other_phonetic_annotations	Other types of Phonetic Glosses.
# material_location	Location of single Hanzi (Chinese characters) and Chinese words within the material.
# remarks_pronunciation	Matters to be noted regarding these phonetic elements.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
pronunciation_id	definition_seq_id	material_id	material_name	material_character_index	material_word_index	character_headword	character_form	word_headword	word_form	word_alpha	word_type	word_position	character_mora_count	tone_marks	tone_pattern	kana_notes	kana_pattern	fanqie	similar_sound	fushi_hakase	other_phonetic_annotations	material_location	annotation_format	remarks_pronunciation
F19607_04	F19607_04	30-048-02	類聚名義抄_天理図書館_観智院本	16669	13233	𥞴	𥞴	𥞴	𥞴									俗又古徳反				K0701274	音注声点無_反切	
F19608_01	F19608_01	30-048-02	類聚名義抄_天理図書館_観智院本	16670	13234	秩	秩	秩	秩					入	入				音祑（入）			K0701282	音注声点有_類音注等	
F19608_01b	F19608_01	30-048-02	類聚名義抄_天理図書館_観智院本	16671	13234	祑	祑	祑	祑					入	入				音祑（入）			K0701282	音注声点有_類音注等	音注字
F19610_02	F19610_02	30-048-02	類聚名義抄_天理図書館_観智院本	16672	13236	秣	秣	秣	秣					入濁	入濁				音末（入濁）			K0701311	音注声点有_類音注等	
F19610_02b	F19610_02	30-048-02	類聚名義抄_天理図書館_観智院本	16673	13236	末	末	末	末					入濁	入濁				音末（入濁）			K0701311	音注声点有_類音注等	音注字
F19612_01	F19612_01	30-048-02	類聚名義抄_天理図書館_観智院本	16674	13238	𥞦	𥞦	𥞦	𥞦										音頰			K0701314	音注声点無_類音注等	
F19614_02	F19614_02	30-048-02	類聚名義抄_天理図書館_観智院本	16675	13239	䅘	䅘	䅘	䅘										音來			K0701322	音注声点無_類音注等	
F19616_02	F19616_02	30-048-02	類聚名義抄_天理図書館_観智院本	16676	13240	秳	秳	秳	秳									又下刮反				K0701324	音注声点無_反切	
F19616_03	F19616_03	30-048-02	類聚名義抄_天理図書館_観智院本	16677	13240	秳	秳	秳	秳										音活			K0701324	音注声点無_類音注等	
F19618_01	F19618_01	30-048-02	類聚名義抄_天理図書館_観智院本	16678	13241	秖	秖	秖	秖									章移反				K0701333	音注声点無_反切	
F19619_01	F19619_01	30-048-02	類聚名義抄_天理図書館_観智院本	16679	13242	⿰禾互	⿰禾互	⿰禾互	⿰禾互									□（陟?）離反				K0701341	音注声点無_反切	
F19621_01	F19621_01	30-048-02	類聚名義抄_天理図書館_観智院本	16680	13243	秜	秜	秜	秜										音梨			K0701343	音注声点無_類音注等	
F19623_01	F19623_01	30-048-02	類聚名義抄_天理図書館_観智院本	16681	13244	稷	稷	稷	稷					入	入				音即（入）			K0701351	音注声点有_類音注等	
F19623_01b	F19623_01	30-048-02	類聚名義抄_天理図書館_観智院本	16682	13244	即	即	即	即					入	入				音即（入）			K0701351	音注声点有_類音注等	音注字
F19626_03	F19626_03	30-048-02	類聚名義抄_天理図書館_観智院本	16683	13246	秶	秶	秶	秶										音咨			K0701361	音注声点無_類音注等	
F19627_02	F19627_02	30-048-02	類聚名義抄_天理図書館_観智院本	16684	13247	𥢭	𥢭	𥢭	𥢭									歩結反				K0701362	音注声点無_反切	
F19629_01	F19629_01	30-048-02	類聚名義抄_天理図書館_観智院本	16685	13248	𥠊	𥠊	𥠊	𥠊									女救女反二反				K0701364	音注声点無_反切	
F19630_01	F19630_01	30-048-02	類聚名義抄_天理図書館_観智院本	16686	13249	秫	秫	秫	秫										音述			K0701371	音注声点無_類音注等	
F19633_01	F19633_01	30-048-02	類聚名義抄_天理図書館_観智院本	16687	13250	秋	秋	秋	秋									七由（平）反				K0701374	音注声点有_反切	
F19633_01b	F19633_01	30-048-02	類聚名義抄_天理図書館_観智院本	16688	13250	由	由	由	由					平	平							K0701374	音注声点有_反切	反切下字
F19633_04	F19633_04	30-048-02	類聚名義抄_天理図書館_観智院本	16689	13250	秋	秋	秋	秋							和シウ（平上）						K0701374	音注和音声点有	
F19637_01	F19637_01	30-048-02	類聚名義抄_天理図書館_観智院本	16690	13252	秝	秝	秝	秝										音歴			K0701383	音注声点無_類音注等	
F19639_01	F19639_01	30-048-02	類聚名義抄_天理図書館_観智院本	16691	13253	穄	穄	穄	穄					去	去				音祭（去）「サイ」			K0701411	音注声点有_類音注等	
F19639_01b	F19639_01	30-048-02	類聚名義抄_天理図書館_観智院本	16692	13253	祭	祭	祭	祭					去	去	サイ			音祭（去）「サイ」			K0701411	音注声点有_類音注等	音注字
F19640_01	F19640_01	30-048-02	類聚名義抄_天理図書館_観智院本	16693	13255	稴	稴	稴	稴										嫌咸二音			K0701413	音注声点無_類音注等	
F19644_01	F19644_01	30-048-02	類聚名義抄_天理図書館_観智院本	16694	13259	䆂	䆂	䆂	䆂									歴玷反				K0701431	音注声点無_反切	
F19645_01	F19645_01	30-048-02	類聚名義抄_天理図書館_観智院本	16695	13260	稊	稊	稊	稊					去濁	去濁				音提（去濁）			K0701432	音注声点有_類音注等	
F19645_01b	F19645_01	30-048-02	類聚名義抄_天理図書館_観智院本	16696	13260	提	提	提	提					去濁	去濁				音提（去濁）			K0701432	音注声点有_類音注等	音注字
F19647_01	F19647_01	30-048-02	類聚名義抄_天理図書館_観智院本	16697	13256	稗	稗	稗	稗									蒲拜（去）反				K0701421	音注声点有_反切	
F19647_01b	F19647_01	30-048-02	類聚名義抄_天理図書館_観智院本	16698	13256	拜	拜	拜	拜					去	去							K0701421	音注声点有_反切	
F19647_04	F19647_04	30-048-02	類聚名義抄_天理図書館_観智院本	16699	13256	稗	稗	稗	稗					平	平				呉音拜（平）			K0701421	音注呉音声点有	
F19648_01	F19648_01	30-048-02	類聚名義抄_天理図書館_観智院本	16700	13258	𥠄	𥠄	𥠄	𥠄									都果反				K0701423	音注声点無_反切	
F19650_01	F19650_01	30-048-02	類聚名義抄_天理図書館_観智院本	16701	13262	䅥	䅥	䅥	䅥										楬葛二音			K0701441	音注声点無_類音注等	
F19651_01	F19651_01	30-048-02	類聚名義抄_天理図書館_観智院本	16702	13263	𥢸	𥢸	𥢸	𥢸									古曷反				K0701443	音注声点無_反切	
F19653_01	F19653_01	30-048-02	類聚名義抄_天理図書館_観智院本	16703	13264	⿰禾⿳覀二灬	⿰禾⿳覀二灬	⿰禾⿳覀二灬	⿰禾⿳覀二灬										音眇			K0701451	音注声点無_類音注等	
F19656_01	F19656_01	30-048-02	類聚名義抄_天理図書館_観智院本	16704	13265	穖	穖	穖	穖										音蟻			K0701453	音注声点無_類音注等	
F19658_01	F19658_01	30-048-02	類聚名義抄_天理図書館_観智院本	16705	13266	𥝣	𥝣	𥝣	𥝣									匹彼反				K0701461	音注声点無_反切	
F19660_02	F19660_02	30-048-02	類聚名義抄_天理図書館_観智院本	16706	13267	稃	稃	稃	稃					平	平				音孚（平）			K0701463	音注声点有_類音注等	
F19660_02b	F19660_02	30-048-02	類聚名義抄_天理図書館_観智院本	16707	13267	孚	孚	孚	孚					平	平				音孚（平）			K0701463	音注声点有_類音注等	音注字
F19660_04	F19660_04	30-048-02	類聚名義抄_天理図書館_観智院本	16708	13267	稃	稃	稃	稃										又音婆			K0701463	音注声点無_類音注等	
F19661_01	F19661_01	30-048-02	類聚名義抄_天理図書館_観智院本	16709	13269	稀	稀	稀	稀					平	平				音希（平）			K0701471	音注声点有_類音注等	
F19661_01b	F19661_01	30-048-02	類聚名義抄_天理図書館_観智院本	16710	13269	希	希	希	希					平	平				音希（平）			K0701471	音注声点有_類音注等	音注字
F19662_01	F19662_01	30-048-02	類聚名義抄_天理図書館_観智院本	16711	13271	䅌	䅌	䅌	䅌					平	平				音絹（平）「ケン」			K0701474	音注声点有_類音注等	
F19662_01b	F19662_01	30-048-02	類聚名義抄_天理図書館_観智院本	16712	13271	絹	絹	絹	絹					平	平	ケン			音絹（平）「ケン」			K0701474	音注声点有_類音注等	音注字
F19663_01	F19663_01	30-048-02	類聚名義抄_天理図書館_観智院本	16713	13273	稍	稍	稍	稍									史抄反				K0701482	音注声点無_反切	
F19663_07	F19663_07	30-048-02	類聚名義抄_天理図書館_観智院本	16714	13273	稍	稍	稍	稍										呉音掃			K0701482	音注呉音	
F19663_08	F19663_08	30-048-02	類聚名義抄_天理図書館_観智院本	16715	13273	稍	稍	稍	稍							セウ（＊上）						K0701482	音注呉音声点有	
F19664_02	F19664_02	30-048-02	類聚名義抄_天理図書館_観智院本	16716	13274	𬓹	𬓹	𬓹	𬓹									先結反				K0701484	音注声点無_反切	
F19665_02	F19665_02	30-048-02	類聚名義抄_天理図書館_観智院本	16717	13275	秕	秕	秕	秕									女弭反				K0701511	音注声点無_反切	
F19668_01	F19668_01	30-048-02	類聚名義抄_天理図書館_観智院本	16718	13276	香	香	香	香										音卿			K0701521	音注声点無_類音注等	
F19673_01	F19673_01	30-048-02	類聚名義抄_天理図書館_観智院本	16719	13277	⿱禾卉	⿱禾卉	⿱禾卉	⿱禾卉									布門反				K0701524	音注声点無_反切	
F19675_01	F19675_01	30-048-02	類聚名義抄_天理図書館_観智院本	16720	13278	委	委	委	委									於軌反				K0701532	音注声点無_反切	
F19676_01	F19676_01	30-048-02	類聚名義抄_天理図書館_観智院本	16721	13279	秀	秀	秀	秀					去	去				音繡（去）			K0701534	音注声点有_類音注等	
F19676_01b	F19676_01	30-048-02	類聚名義抄_天理図書館_観智院本	16722	13279	繡	繡	繡	繡					去	去				音繡（去）			K0701534	音注声点有_類音注等	音注字
F19678_02	F19678_02	30-048-02	類聚名義抄_天理図書館_観智院本	16723	13281	䅎	䅎	䅎	䅎									羊酒反				K0701543	音注声点無_反切	
F19679_02	F19679_02	30-048-02	類聚名義抄_天理図書館_観智院本	16724	13282	䅗	䅗	䅗	䅗									如住反				K0701551	音注声点無_反切	
F19680_03	F19680_03	30-048-02	類聚名義抄_天理図書館_観智院本	16725	13283	𥝩	𥝩	𥝩	𥝩										遂音			K0701553	音注声点無_類音注等	
F19681_02	F19681_02	30-048-02	類聚名義抄_天理図書館_観智院本	16726	13284	⿰禾季	⿰禾季	⿰禾季	⿰禾季									葵季反				K0701554	音注声点無_反切	
F19684_01	F19684_01	30-048-02	類聚名義抄_天理図書館_観智院本	16727	13285	穢	穢	穢	穢									英吠反				K0701564	音注声点無_反切	
F19684_08	F19684_08	30-048-02	類聚名義抄_天理図書館_観智院本	16728	13285	穢	穢	穢	穢							ワイ						K0701564	音注和音声点無	
F19684_09	F19684_09	30-048-02	類聚名義抄_天理図書館_観智院本	16729	13285	穢	穢	穢	穢							ヱ（平）						K0701564	音注和音声点有	
F19687_01	F19687_01	30-048-02	類聚名義抄_天理図書館_観智院本	16730	13286	稔	稔	稔	稔										音荏「ニム」「シム」			K0701581	音注声点無_類音注等	
F19687_01b	F19687_01	30-048-02	類聚名義抄_天理図書館_観智院本	16731	13286	荏	荏	荏	荏							ニム／シム						K0701581	音注声点無_類音注等	
F19688_01	F19688_01	30-048-02	類聚名義抄_天理図書館_観智院本	16732	13288	𥡜	𥡜	𥡜	𥡜									落戈反				K0701583	音注声点無_反切	
F19690_02	F19690_02	30-048-02	類聚名義抄_天理図書館_観智院本	16733	13289	稸	稸	稸	稸									勅六反				K0701612	音注声点無_反切	
F19691_02	F19691_02	30-048-02	類聚名義抄_天理図書館_観智院本	16734	13290	秲	秲	秲	秲									十志反				K0701614	音注声点無_反切	
F19692_01	F19692_01	30-048-02	類聚名義抄_天理図書館_観智院本	16735	13291	穙	穙	穙	穙										音僕			K0701621	音注声点無_類音注等	
F19696_01	F19696_01	30-048-02	類聚名義抄_天理図書館_観智院本	16736	13292	秨	秨	秨	秨										昨祚二音			K0701623	音注声点無_類音注等	
F19697_01	F19697_01	30-048-02	類聚名義抄_天理図書館_観智院本	16737	13293	䅁	䅁	䅁	䅁										音桉			K0701624	音注声点無_類音注等	
F19699_02	F19699_02	30-048-02	類聚名義抄_天理図書館_観智院本	16738	13294	穮	穮	穮	穮									彼苗反				K0701632	音注声点無_反切	
F19700_02	F19700_02	30-048-02	類聚名義抄_天理図書館_観智院本	16739	13295	穧	穧	穧	穧					去	去				音劑（去）			K0701633	音注声点有_類音注等	
F19700_02b	F19700_02	30-048-02	類聚名義抄_天理図書館_観智院本	16740	13295	劑	劑	劑	劑					去	去				音劑（去）			K0701633	音注声点有_類音注等	音注字
F19703_01	F19703_01	30-048-02	類聚名義抄_天理図書館_観智院本	16741	13297	稛	稛	稛	稛									苦本反				K0701643	音注声点無_反切	
F19703_04	F19703_04	30-048-02	類聚名義抄_天理図書館_観智院本	16742	13297	稛	稛	稛	稛									又去倫反				K0701643	音注声点無_反切	
F19704_01	F19704_01	30-048-02	類聚名義抄_天理図書館_観智院本	16743	13298	稞	稞	稞	稞					平	平				音科（平）			K0701651	音注声点有_類音注等	
F19704_01b	F19704_01	30-048-02	類聚名義抄_天理図書館_観智院本	16744	13298	科	科	科	科					平	平				音科（平）			K0701651	音注声点有_類音注等	音注字
F19704_04	F19704_04	30-048-02	類聚名義抄_天理図書館_観智院本	16745	13298	稞	稞	稞	稞									又胡寡（上）反				K0701651	音注声点有_反切	
F19704_04b	F19704_04	30-048-02	類聚名義抄_天理図書館_観智院本	16746	13298	寡	寡	寡	寡					上	上							K0701651	音注声点有_反切	
F19705_01	F19705_01	30-048-02	類聚名義抄_天理図書館_観智院本	16747	13301	稈	稈	稈	稈									古旱反				K0701653	音注声点無_反切	
F19707_01	F19707_01	30-048-02	類聚名義抄_天理図書館_観智院本	16748	13302	稾	稾	稾	稾									古活反				K0701661	音注声点無_反切	
F19709_01	F19709_01	30-048-02	類聚名義抄_天理図書館_観智院本	16749	13303	稭	稭	稭	稭										音皆			K0701663	音注声点無_類音注等	
F19709_02	F19709_02	30-048-02	類聚名義抄_天理図書館_観智院本	16750	13303	稭	稭	稭	稭									又公八反				K0701663	音注声点無_反切	
F19710_01	F19710_01	30-048-02	類聚名義抄_天理図書館_観智院本	16751	13304	䅀	䅀	䅀	䅀										音列			K0701664	音注声点無_類音注等	
F19713_01	F19713_01	30-048-02	類聚名義抄_天理図書館_観智院本	16752	13305	穰	穰	穰	穰									而羊反				K0701672	音注声点無_反切	
F19713_03	F19713_03	30-048-02	類聚名義抄_天理図書館_観智院本	16753	13305	穰	穰	穰	穰										又音壤			K0701672	音注声点無_類音注等	
F19716_01	F19716_01	30-048-02	類聚名義抄_天理図書館_観智院本	16754	13306	秧	秧	秧	秧										鞅央二音			K0701682	音注声点無_類音注等	
F19717_01	F19717_01	30-048-02	類聚名義抄_天理図書館_観智院本	16755	13307	䅭	䅭	䅭	䅭										傍彭二音			K0701683	音注声点無_類音注等	
F19719_01	F19719_01	30-048-02	類聚名義抄_天理図書館_観智院本	16756	13308	䅣	䅣	䅣	䅣										皇撗二音			K0701711	音注声点無_類音注等	
F19720_01	F19720_01	30-048-02	類聚名義抄_天理図書館_観智院本	16757	13309	䅚	䅚	䅚	䅚									丘遠反				K0701712	音注声点無_反切	
F19721_01	F19721_01	30-048-02	類聚名義抄_天理図書館_観智院本	16758	13310	稚	稚	稚	稚					去	去				音緻（去）			K0701713	音注声点有_類音注等	
F19721_01b	F19721_01	30-048-02	類聚名義抄_天理図書館_観智院本	16759	13310	緻	緻	緻	緻					去	去				音緻（去）			K0701713	音注声点有_類音注等	音注字
F19721_09	F19721_09	30-048-02	類聚名義抄_天理図書館_観智院本	16760	13310	稚	稚	稚	稚												和同	K0701713	音注和音同	
F19726_01	F19726_01	30-048-02	類聚名義抄_天理図書館_観智院本	16761	13312	穕	穕	穕	穕									左集反				K0701732	音注声点無_反切	
F19726_02	F19726_02	30-048-02	類聚名義抄_天理図書館_観智院本	16762	13312	穕	穕	穕	穕										又音雜			K0701732	音注声点無_類音注等	
F19727_02	F19727_02	30-048-02	類聚名義抄_天理図書館_観智院本	16763	13313	𥠱	𥠱	𥠱	𥠱										豸恥二音			K0701733	音注声点無_類音注等	
F19729_01	F19729_01	30-048-02	類聚名義抄_天理図書館_観智院本	16764	13314	稸	稸	稸	稸									許六楮六丑救三反				K0701742	音注声点無_反切	
F19730_01	F19730_01	30-048-02	類聚名義抄_天理図書館_観智院本	16765	13315	𥝕	𥝕	𥝕	𥝕					平濁	平濁				音亡（平濁）			K0701744	音注声点有_類音注等	
F19730_01b	F19730_01	30-048-02	類聚名義抄_天理図書館_観智院本	16766	13315	亡	亡	亡	亡					平濁	平濁				音亡（平濁）			K0701744	音注声点有_類音注等	音注字
F19732_01	F19732_01	30-048-02	類聚名義抄_天理図書館_観智院本	16767	13317	𥞙	𥞙	𥞙	𥞙									呼光反				K0701752	音注声点無_反切	
F19734_02	F19734_02	30-048-02	類聚名義抄_天理図書館_観智院本	16768	13318	䅿	䅿	䅿	䅿									戸■反				K0701754	音注声点無_反切	
F19735_01	F19735_01	30-048-02	類聚名義抄_天理図書館_観智院本	16769	13319	秬	秬	秬	秬					上	上				音巨（上）			K0701761	音注声点有_類音注等	
F19735_01b	F19735_01	30-048-02	類聚名義抄_天理図書館_観智院本	16770	13319	巨	巨	巨	巨					上	上				音巨（上）			K0701761	音注声点有_類音注等	音注字
F19737_02	F19737_02	30-048-02	類聚名義抄_天理図書館_観智院本	16771	13321	𥞐	𥞐	𥞐	𥞐										音似			K0701764	音注声点無_類音注等	
F19739_02	F19739_02	30-048-02	類聚名義抄_天理図書館_観智院本	16772	13322	秎	秎	秎	秎										音芬			K0701772	音注声点無_類音注等	
F19740_02	F19740_02	30-048-02	類聚名義抄_天理図書館_観智院本	16773	13323	秊	秊	秊	秊									寧顚反				K0701773	音注声点無_反切	
F19740_07	F19740_07	30-048-02	類聚名義抄_天理図書館_観智院本	16774	13323	秊	秊	秊	秊							和ネン						K0701773	音注和音声点無	
F19743_01	F19743_01	30-048-02	類聚名義抄_天理図書館_観智院本	16775	13324	⿰禾⿱⿵爫冂⿱川衣	⿰禾⿱⿵爫冂⿱川衣	⿰禾⿱⿵爫冂⿱川衣	⿰禾⿱⿵爫冂⿱川衣									奴憂反				K0701783	音注声点無_反切	
F19744_01	F19744_01	30-048-02	類聚名義抄_天理図書館_観智院本	16776	13325	䅍	䅍	䅍	䅍									徒頂反				K0701784	音注声点無_反切	
F19746_01	F19746_01	30-048-02	類聚名義抄_天理図書館_観智院本	16777	13326	⿰禾⿱⿰己己佘	⿰禾⿱⿰己己佘	⿰禾⿱⿰己己佘	⿰禾⿱⿰己己佘									子泥反				K0701812	音注声点無_反切	
F19747_01	F19747_01	30-048-02	類聚名義抄_天理図書館_観智院本	16778	13327	种	种	种	种										音沖			K0701813	音注声点無_類音注等	
F19749_01	F19749_01	30-048-02	類聚名義抄_天理図書館_観智院本	16779	13328	𥞁	𥞁	𥞁	𥞁										音申			K0701821	音注声点無_類音注等	
F19750_01	F19750_01	30-048-02	類聚名義抄_天理図書館_観智院本	16780	13329	秭	秭	秭	秭										音姉			K0701822	音注声点無_類音注等	
F19752_01	F19752_01	30-048-02	類聚名義抄_天理図書館_観智院本	16781	13330	秿	秿	秿	秿										音輔			K0701824	音注声点無_類音注等	
F19753_01	F19753_01	30-048-02	類聚名義抄_天理図書館_観智院本	16782	13331	𥠵	𥠵	𥠵	𥠵									普胡反				K0701831	音注声点無_反切	
F19754_01	F19754_01	30-048-02	類聚名義抄_天理図書館_観智院本	16783	13332	𥟷	𥟷	𥟷	𥟷									側愁反				K0701832	音注声点無_反切	
F19754_03	F19754_03	30-048-02	類聚名義抄_天理図書館_観智院本	16784	13332	𥟷	𥟷	𥟷	𥟷									又士于反				K0701832	音注声点無_反切	
F19758_02	F19758_02	30-048-02	類聚名義抄_天理図書館_観智院本	16785	13333	⿰禾刃	⿰禾刃	⿰禾刃	⿰禾刃									叉賣反				K0701842	音注声点無_反切	
F19760_01	F19760_01	30-048-02	類聚名義抄_天理図書館_観智院本	16786	13334	䆃	䆃	䆃	䆃										音導			K0701844	音注声点無_類音注等	
F19762_01	F19762_01	30-048-02	類聚名義抄_天理図書館_観智院本	16787	13335	程	程	程	程										音呈			K0701852	音注声点無_類音注等	
F19764_01	F19764_01	30-048-02	類聚名義抄_天理図書館_観智院本	16788	13336	稯	稯	稯	稯									子公反				K0701854	音注声点無_反切	
F19766_01	F19766_01	30-048-02	類聚名義抄_天理図書館_観智院本	16789	13337	䄷	䄷	䄷	䄷										音石			K0701862	音注声点無_類音注等	
F19767_01	F19767_01	30-048-02	類聚名義抄_天理図書館_観智院本	16790	13338	稱	稱	稱	稱									處陵反				K0701863	音注声点無_反切	
F19767_02	F19767_02	30-048-02	類聚名義抄_天理図書館_観智院本	16791	13338	稱	稱	稱	稱												又去	K0701863	音注声調	
F19767_17	F19767_17	30-048-02	類聚名義抄_天理図書館_観智院本	16792	13338	稱	稱	稱	稱							和所ウ						K0701863	音注和音声点無	
F19771_02	F19771_02	30-048-02	類聚名義抄_天理図書館_観智院本	16793	13339	𮃁	𮃁	𮃁	𮃁									舉愚反				K0701882	音注声点無_反切	
F19773_01	F19773_01	30-048-02	類聚名義抄_天理図書館_観智院本	16794	13340	䅵	䅵	䅵	䅵									古禄反				K0701884	音注声点無_反切	
F19773_02	F19773_02	30-048-02	類聚名義抄_天理図書館_観智院本	16795	13340	䅵	䅵	䅵	䅵										又音斫			K0701884	音注声点無_類音注等	
F19774_01	F19774_01	30-048-02	類聚名義抄_天理図書館_観智院本	16796	13341	科	科	科	科									苦和反				K0701911	音注声点無_反切	
F19776_01	F19776_01	30-048-02	類聚名義抄_天理図書館_観智院本	16797	13342	秅	秅	秅	秅									丁故反				K0701921	音注声点無_反切	
F19778_01	F19778_01	30-048-02	類聚名義抄_天理図書館_観智院本	16798	13343	秺	秺	秺	秺									都革反				K0701923	音注声点無_反切	
F19779_01	F19779_01	30-048-02	類聚名義抄_天理図書館_観智院本	16799	13344	䅊	䅊	䅊	䅊									植加反				K0701924	音注声点無_反切	
F19780_02	F19780_02	30-048-02	類聚名義抄_天理図書館_観智院本	16800	13345	稘	稘	稘	稘										音姬			K0701931	音注声点無_類音注等	
F19781_01	F19781_01	30-048-02	類聚名義抄_天理図書館_観智院本	16801	13346	種	種	種	種					上	上				音踵（上）			K0701932	音注声点有_類音注等	
F19781_01b	F19781_01	30-048-02	類聚名義抄_天理図書館_観智院本	16802	13346	踵	踵	踵	踵					上	上				音踵（上）			K0701932	音注声点有_類音注等	音注字
F19781_09	F19781_09	30-048-02	類聚名義抄_天理図書館_観智院本	16803	13346	種	種	種	種												又去	K0701932	音注声調	
F19781_12	F19781_12	30-048-02	類聚名義抄_天理図書館_観智院本	16804	13346	種	種	種	種							和主ウ						K0701932	音注和音声点無	
F19784_01	F19784_01	30-048-02	類聚名義抄_天理図書館_観智院本	16805	13348	䅂	䅂	䅂	䅂									何各反				K0701942	音注声点無_反切	
F19785_02	F19785_02	30-048-02	類聚名義抄_天理図書館_観智院本	16806	13349	⿰禾谷	⿰禾谷	⿰禾谷	⿰禾谷									羊注反				K0701943	音注声点無_反切	
F19786_01	F19786_01	30-048-02	類聚名義抄_天理図書館_観智院本	16807	13350	䆍	䆍	䆍	䆍									盧紅反				K0701944	音注声点無_反切	
F19789_02	F19789_02	30-048-02	類聚名義抄_天理図書館_観智院本	16808	13351	𮃅	𮃅	𮃅	𮃅									虚鬼反				K0701952	音注声点無_反切	
F19790_02	F19790_02	30-048-02	類聚名義抄_天理図書館_観智院本	16809	13352	⿰禾攵	⿰禾攵	⿰禾攵	⿰禾攵									亡付反				K0701953	音注声点無_反切	
